symbol,方向,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
8054,多,2025-01-03 10:55:00,137.0,2025-01-03 12:55:00,134.75,移動停利,-1.642,-1.864,135.5,134.0
8054,多,2025-01-08 13:05:00,126.0,2025-01-08 13:25:00,125.0,收盤平倉,-0.794,-1.015,126.0,125.0
8054,多,2025-01-13 13:10:00,114.5,2025-01-13 13:25:00,114.0,收盤平倉,-0.437,-0.658,114.5,113.5
8054,多,2025-01-14 09:20:00,115.5,2025-01-14 09:30:00,114.5,EXIT,-0.866,-1.087,115.5,115.0
8054,多,2025-01-16 11:10:00,117.0,2025-01-16 13:25:00,117.0,收盤平倉,0.0,-0.221,117.0,116.0
8054,多,2025-01-17 11:30:00,115.0,2025-01-17 13:25:00,114.5,收盤平倉,-0.435,-0.656,115.0,114.5
8054,多,2025-01-20 10:50:00,115.0,2025-01-20 13:25:00,115.0,收盤平倉,0.0,-0.221,115.0,114.0
8054,多,2025-01-21 12:20:00,115.5,2025-01-21 13:25:00,115.5,收盤平倉,0.0,-0.221,115.5,114.5
8054,多,2025-01-22 11:45:00,116.0,2025-01-22 13:10:00,115.0,EXIT,-0.862,-1.083,115.5,115.5
8054,多,2025-02-03 12:00:00,108.0,2025-02-03 13:25:00,107.5,收盤平倉,-0.463,-0.684,107.5,105.5
8054,多,2025-02-04 09:25:00,118.0,2025-02-04 13:25:00,118.0,收盤平倉,0.0,-0.221,117.5,112.5
8054,多,2025-02-05 13:10:00,122.0,2025-02-05 13:25:00,122.5,收盤平倉,0.41,0.189,122.0,121.0
8054,多,2025-02-06 09:25:00,124.0,2025-02-06 10:05:00,122.5,移動停利,-1.21,-1.431,123.5,122.0
8054,多,2025-02-07 09:25:00,122.5,2025-02-07 13:25:00,122.5,收盤平倉,0.0,-0.221,122.5,119.0
8054,多,2025-02-10 11:10:00,120.0,2025-02-10 13:25:00,119.5,收盤平倉,-0.417,-0.638,120.0,119.0
8054,多,2025-02-11 11:40:00,119.0,2025-02-11 13:25:00,118.5,收盤平倉,-0.42,-0.641,119.0,118.0
