symbol,方向,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
2492,多,2025-01-03 11:20:00,93.8,2025-01-03 12:40:00,93.0,EXIT,-0.853,-1.074,93.9,93.2
2492,多,2025-01-06 09:30:00,94.1,2025-01-06 13:25:00,94.8,收盤平倉,0.744,0.523,94.0,93.2
2492,多,2025-01-06 09:45:00,94.2,2025-01-06 13:25:00,94.8,收盤平倉,0.637,0.416,94.2,93.6
2492,多,2025-01-06 10:15:00,94.3,2025-01-06 13:25:00,94.8,收盤平倉,0.53,0.309,94.2,93.6
2492,多,2025-01-06 11:00:00,94.6,2025-01-06 13:25:00,94.8,收盤平倉,0.211,-0.01,94.5,93.6
2492,多,2025-01-06 11:25:00,94.8,2025-01-06 13:25:00,94.8,收盤平倉,0.0,-0.221,94.5,93.6
2492,多,2025-01-06 11:45:00,94.9,2025-01-06 13:25:00,94.8,收盤平倉,-0.105,-0.327,94.9,94.0
2492,多,2025-01-07 11:10:00,94.4,2025-01-07 12:40:00,93.8,EXIT,-0.636,-0.857,94.4,93.9
2492,多,2025-01-08 09:20:00,93.8,2025-01-08 11:00:00,93.46,移動停利,-0.362,-0.584,93.7,93.2
2492,多,2025-01-08 09:35:00,93.7,2025-01-08 11:00:00,93.46,移動停利,-0.256,-0.477,93.7,93.2
2492,多,2025-01-08 09:55:00,94.2,2025-01-08 11:10:00,93.36,移動停利,-0.892,-1.113,94.3,93.3
2492,多,2025-01-08 10:10:00,94.3,2025-01-08 11:10:00,93.36,移動停利,-0.997,-1.218,94.3,93.3
2492,多,2025-01-08 12:00:00,94.0,2025-01-08 13:25:00,93.7,收盤平倉,-0.319,-0.54,93.9,93.3
2492,多,2025-01-08 12:15:00,94.0,2025-01-08 13:25:00,93.7,收盤平倉,-0.319,-0.54,93.9,93.3
2492,多,2025-01-10 09:55:00,90.9,2025-01-10 10:45:00,90.1,EXIT,-0.88,-1.101,91.0,90.2
2492,多,2025-01-13 13:00:00,86.5,2025-01-13 13:25:00,86.6,收盤平倉,0.116,-0.106,86.6,85.8
2492,多,2025-01-13 13:15:00,86.7,2025-01-13 13:25:00,86.6,收盤平倉,-0.115,-0.337,86.5,85.8
2492,多,2025-01-14 10:05:00,88.5,2025-01-14 10:30:00,88.7,移動停利,0.226,0.005,87.9,86.6
2492,多,2025-01-14 12:30:00,89.7,2025-01-14 13:25:00,89.5,收盤平倉,-0.223,-0.444,89.6,88.2
2492,多,2025-01-15 10:15:00,91.1,2025-01-15 13:10:00,91.28,移動停利,0.198,-0.024,91.2,90.0
2492,多,2025-01-15 10:30:00,91.2,2025-01-15 13:10:00,91.28,移動停利,0.088,-0.134,91.2,90.0
2492,多,2025-01-15 11:00:00,91.6,2025-01-15 13:10:00,91.28,移動停利,-0.349,-0.571,91.5,90.0
2492,多,2025-01-15 12:20:00,91.8,2025-01-15 13:10:00,91.28,移動停利,-0.566,-0.788,91.9,91.1
2492,多,2025-01-15 12:35:00,92.0,2025-01-15 13:20:00,91.08,移動停利,-1.0,-1.221,91.9,91.1
2492,多,2025-01-16 09:55:00,93.0,2025-01-16 13:25:00,93.1,收盤平倉,0.108,-0.114,92.8,91.5
2492,多,2025-01-16 13:10:00,93.4,2025-01-16 13:25:00,93.1,收盤平倉,-0.321,-0.542,93.5,93.0
2492,多,2025-01-17 09:55:00,93.2,2025-01-17 13:25:00,93.7,收盤平倉,0.536,0.315,93.3,91.9
2492,多,2025-01-17 10:15:00,93.7,2025-01-17 13:25:00,93.7,收盤平倉,0.0,-0.221,93.7,92.4
2492,多,2025-01-17 11:00:00,93.9,2025-01-17 13:25:00,93.7,收盤平倉,-0.213,-0.434,94.0,92.4
2492,多,2025-01-17 11:50:00,94.0,2025-01-17 13:25:00,93.7,收盤平倉,-0.319,-0.54,94.1,93.6
2492,多,2025-01-17 12:05:00,94.3,2025-01-17 13:25:00,93.7,收盤平倉,-0.636,-0.858,94.1,93.7
2492,多,2025-01-21 11:25:00,93.7,2025-01-21 13:25:00,93.3,收盤平倉,-0.427,-0.648,93.8,92.8
2492,多,2025-01-21 12:10:00,93.6,2025-01-21 13:25:00,93.3,收盤平倉,-0.321,-0.542,93.7,92.9
2492,多,2025-01-22 12:35:00,92.8,2025-01-22 13:25:00,92.9,收盤平倉,0.108,-0.113,92.8,92.3
2492,多,2025-01-22 12:50:00,92.9,2025-01-22 13:25:00,92.9,收盤平倉,0.0,-0.221,92.9,92.5
2492,多,2025-01-22 13:10:00,92.9,2025-01-22 13:25:00,92.9,收盤平倉,0.0,-0.221,92.9,92.5
