symbol,方向,進場模式,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
6462,多,回踩,2026-02-04 10:35:00,107.5,2026-02-04 13:25:00,109.5,收盤平倉,1.86,1.589,108.0,107.0
6462,多,回踩,2026-02-05 10:00:00,112.5,2026-02-05 11:25:00,111.5,移動停利,-0.889,-1.16,109.5,107.5
6462,多,回踩,2026-02-25 09:45:00,117.0,2026-02-25 13:25:00,123.0,收盤平倉,5.128,4.857,114.5,113.0
6462,多,回踩,2026-03-27 13:20:00,105.0,2026-03-27 13:25:00,105.0,收盤平倉,0.0,-0.271,104.5,103.0
6462,多,回踩,2026-04-02 13:15:00,108.5,2026-04-02 13:25:00,108.5,收盤平倉,0.0,-0.271,109.0,107.0
6462,多,回踩,2026-04-10 12:15:00,106.0,2026-04-10 13:25:00,105.5,收盤平倉,-0.472,-0.743,104.0,103.0
6462,多,回踩,2026-04-16 09:10:00,111.5,2026-04-16 13:25:00,116.5,收盤平倉,4.484,4.213,106.5,104.0
6462,多,回踩,2026-04-17 09:10:00,121.0,2026-04-17 09:15:00,119.0,移動停利,-1.653,-1.924,116.5,116.5
6462,多,回踩,2026-04-21 09:15:00,126.0,2026-04-21 13:25:00,130.5,收盤平倉,3.571,3.3,121.5,120.0
6462,多,回踩,2026-04-24 09:10:00,132.0,2026-04-24 09:20:00,130.0,移動停利,-1.515,-1.786,129.5,129.5
6462,多,回踩,2026-04-28 09:40:00,121.0,2026-04-28 10:00:00,119.0,移動停利,-1.653,-1.924,121.0,118.5
6462,多,回踩,2026-04-30 10:30:00,126.0,2026-04-30 10:55:00,123.5,移動停利,-1.984,-2.255,122.0,120.0
6462,多,回踩,2026-05-05 10:00:00,127.0,2026-05-05 11:40:00,127.5,移動停利,0.394,0.122,124.5,123.0
6462,多,回踩,2026-05-06 12:30:00,128.0,2026-05-06 13:25:00,129.0,收盤平倉,0.781,0.51,128.0,125.5
6462,多,回踩,2026-05-08 09:15:00,129.5,2026-05-08 09:40:00,127.0,移動停利,-1.931,-2.202,128.0,126.5
