symbol,方向,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
3708,空,2025-01-02 12:10:00,88.2,2025-01-02 13:25:00,88.4,收盤平倉,-0.227,-0.448,89.0,88.1
3708,空,2025-01-03 11:40:00,88.4,2025-01-03 13:25:00,88.4,收盤平倉,0.0,-0.221,88.8,88.3
3708,空,2025-01-07 09:35:00,89.9,2025-01-07 13:25:00,89.2,收盤平倉,0.779,0.557,90.4,90.1
3708,空,2025-01-08 09:20:00,88.3,2025-01-08 13:25:00,89.1,收盤平倉,-0.906,-1.127,89.8,88.6
3708,空,2025-01-09 09:25:00,85.5,2025-01-09 13:25:00,84.0,收盤平倉,1.754,1.533,88.8,85.5
3708,空,2025-01-10 09:35:00,84.2,2025-01-10 13:25:00,84.8,收盤平倉,-0.713,-0.934,86.0,84.3
3708,空,2025-01-13 09:20:00,81.6,2025-01-13 09:50:00,82.01,移動停利,-0.502,-0.724,85.0,82.2
3708,空,2025-01-14 09:25:00,81.5,2025-01-14 12:25:00,82.5,EXIT,-1.227,-1.448,82.4,81.5
3708,空,2025-01-15 12:45:00,83.7,2025-01-15 13:25:00,83.6,收盤平倉,0.119,-0.102,84.2,83.6
3708,空,2025-01-16 10:35:00,84.0,2025-01-16 13:25:00,84.6,收盤平倉,-0.714,-0.936,85.2,83.9
3708,空,2025-01-21 09:45:00,85.6,2025-01-21 13:20:00,85.3,收盤平倉,0.35,0.129,86.4,85.8
3708,空,2025-01-22 09:40:00,84.6,2025-01-22 11:10:00,84.9,EXIT,-0.355,-0.576,84.8,84.5
3708,空,2025-02-03 09:20:00,82.6,2025-02-03 10:40:00,81.5,移動停利,1.332,1.11,84.5,83.0
3708,空,2025-02-04 09:45:00,81.9,2025-02-04 13:25:00,81.9,收盤平倉,0.0,-0.221,82.3,81.9
3708,空,2025-02-05 09:45:00,82.5,2025-02-05 13:15:00,83.74,移動停利,-1.503,-1.724,84.0,82.6
3708,空,2025-02-06 09:50:00,83.7,2025-02-06 12:30:00,84.5,EXIT,-0.956,-1.177,84.4,83.8
3708,空,2025-02-07 09:50:00,83.7,2025-02-07 13:20:00,83.7,收盤平倉,0.0,-0.221,84.8,83.8
3708,空,2025-02-10 13:00:00,84.1,2025-02-10 13:20:00,84.4,收盤平倉,-0.357,-0.578,84.9,84.3
3708,空,2025-02-11 11:20:00,85.5,2025-02-11 13:20:00,85.2,收盤平倉,0.351,0.13,86.3,85.5
3708,空,2025-02-12 10:50:00,85.3,2025-02-12 13:25:00,84.1,收盤平倉,1.407,1.186,86.3,85.6
3708,空,2025-02-14 12:35:00,86.6,2025-02-14 13:25:00,87.0,收盤平倉,-0.462,-0.683,87.4,86.7
3708,空,2025-02-18 09:30:00,87.0,2025-02-18 09:40:00,87.6,EXIT,-0.69,-0.911,87.5,86.9
3708,空,2025-02-20 11:45:00,88.6,2025-02-20 13:25:00,88.8,收盤平倉,-0.226,-0.447,89.5,88.7
3708,空,2025-02-21 11:20:00,88.6,2025-02-21 13:25:00,88.6,收盤平倉,0.0,-0.221,89.2,88.5
3708,空,2025-02-24 12:55:00,88.4,2025-02-24 13:25:00,88.0,收盤平倉,0.452,0.231,88.8,88.4
3708,空,2025-02-25 09:35:00,87.0,2025-02-25 10:50:00,88.4,EXIT,-1.609,-1.83,88.0,87.2
