symbol,方向,進場模式,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
2359,空,回踩,2026-02-06 09:20:00,121.5,2026-02-06 10:00:00,123.0,移動停利,-1.235,-1.456,126.0,125.5
2359,空,回踩,2026-02-23 11:40:00,129.5,2026-02-23 13:30:00,129.0,收盤平倉,0.386,0.165,131.0,130.0
2359,空,回踩,2026-03-09 09:30:00,109.5,2026-03-09 12:00:00,110.0,移動停利,-0.457,-0.678,119.0,118.5
2359,空,回踩,2026-03-10 12:45:00,114.5,2026-03-10 13:30:00,116.0,收盤平倉,-1.31,-1.531,117.0,115.0
2359,空,回踩,2026-03-20 09:20:00,114.0,2026-03-20 09:30:00,116.5,移動停利,-2.193,-2.414,118.0,116.5
2359,空,回踩,2026-03-31 11:45:00,109.5,2026-03-31 13:30:00,107.5,收盤平倉,1.826,1.605,113.5,111.0
2359,空,回踩,2026-04-01 11:05:00,110.5,2026-04-01 13:30:00,111.0,收盤平倉,-0.452,-0.674,112.5,110.5
2359,空,回踩,2026-04-02 09:20:00,110.0,2026-04-02 13:30:00,107.5,收盤平倉,2.273,2.051,111.5,110.5
2359,空,回踩,2026-04-07 10:50:00,109.0,2026-04-07 13:30:00,108.5,收盤平倉,0.459,0.237,110.5,109.5
2359,空,回踩,2026-04-10 09:30:00,111.5,2026-04-10 13:30:00,110.5,收盤平倉,0.897,0.676,114.5,112.0
2359,空,回踩,2026-04-27 09:25:00,105.5,2026-04-27 09:50:00,107.5,移動停利,-1.896,-2.117,110.0,108.5
