symbol,方向,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
6919,多,2025-01-06 09:05:00,602.0,2025-01-06 13:25:00,598.0,收盤平倉,-0.664,-0.886,590.0,582.0
6919,多,2025-01-07 09:05:00,602.0,2025-01-07 13:25:00,601.0,收盤平倉,-0.166,-0.387,603.0,598.0
6919,多,2025-01-08 09:05:00,606.0,2025-01-08 09:15:00,615.44,移動停利,1.558,1.337,606.0,600.0
6919,多,2025-01-09 09:05:00,614.0,2025-01-09 11:15:00,624.26,移動停利,1.671,1.45,612.0,606.0
6919,多,2025-01-10 09:15:00,626.0,2025-01-10 10:55:00,637.0,移動停利,1.757,1.536,622.0,615.0
6919,多,2025-01-13 11:00:00,657.0,2025-01-13 12:10:00,643.86,移動停利,-2.0,-2.221,656.0,636.0
6919,多,2025-01-14 09:15:00,644.0,2025-01-14 09:25:00,633.08,移動停利,-1.696,-1.917,644.0,634.0
6919,多,2025-01-15 09:10:00,627.0,2025-01-15 09:40:00,630.14,移動停利,0.501,0.28,628.0,622.0
6919,多,2025-01-16 09:30:00,648.0,2025-01-16 10:20:00,635.04,移動停利,-2.0,-2.221,645.0,614.0
6919,多,2025-01-17 10:00:00,672.0,2025-01-17 10:05:00,670.32,移動停利,-0.25,-0.471,665.0,655.0
6919,多,2025-01-20 11:45:00,656.0,2025-01-20 13:25:00,672.0,收盤平倉,2.439,2.218,656.0,642.0
6919,多,2025-01-21 09:10:00,678.0,2025-01-21 09:15:00,682.08,移動停利,0.602,0.381,676.0,657.0
6919,多,2025-01-22 09:05:00,707.0,2025-01-22 09:40:00,707.56,移動停利,0.079,-0.142,706.0,703.0
6919,多,2025-02-03 11:25:00,694.0,2025-02-03 13:25:00,689.0,收盤平倉,-0.72,-0.942,695.0,686.0
6919,多,2025-02-04 09:05:00,694.0,2025-02-04 09:35:00,692.86,移動停利,-0.164,-0.386,692.0,687.0
