symbol,方向,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
5443,空,2026-02-03 10:15:00,87.2,2026-02-03 11:20:00,88.84,移動停利,-1.881,-2.102,90.6,87.8
5443,空,2026-02-04 09:05:00,88.4,2026-02-04 09:35:00,89.45,移動停利,-1.188,-1.409,90.4,89.8
5443,空,2026-02-05 09:05:00,88.5,2026-02-05 09:20:00,90.27,移動停利,-2.0,-2.221,89.8,89.5
5443,空,2026-02-06 09:05:00,85.0,2026-02-06 10:00:00,85.27,移動停利,-0.318,-0.539,88.1,87.6
5443,空,2026-02-09 12:20:00,87.2,2026-02-09 13:25:00,86.7,收盤平倉,0.573,0.352,89.1,87.2
5443,空,2026-02-10 09:20:00,86.2,2026-02-10 13:25:00,84.6,收盤平倉,1.856,1.635,88.0,86.4
5443,空,2026-02-11 09:05:00,84.2,2026-02-11 13:25:00,84.0,收盤平倉,0.238,0.016,85.3,84.4
5443,空,2026-02-23 09:10:00,83.5,2026-02-23 09:40:00,84.86,移動停利,-1.629,-1.85,85.0,83.6
5443,空,2026-02-24 11:10:00,86.6,2026-02-24 13:25:00,86.9,收盤平倉,-0.346,-0.568,87.7,86.6
5443,空,2026-02-25 09:55:00,87.5,2026-02-25 13:25:00,88.4,收盤平倉,-1.029,-1.25,89.1,87.4
5443,空,2026-02-26 11:35:00,92.1,2026-02-26 13:25:00,91.6,收盤平倉,0.543,0.322,93.3,92.2
5443,空,2026-03-02 09:05:00,90.4,2026-03-02 09:20:00,92.0,移動停利,-1.77,-1.991,93.1,91.6
5443,空,2026-03-03 10:05:00,92.5,2026-03-03 11:00:00,94.25,移動停利,-1.892,-2.113,96.4,92.8
5443,空,2026-03-04 09:05:00,88.8,2026-03-04 09:20:00,86.7,移動停利,2.365,2.144,92.8,92.0
5443,空,2026-03-05 11:10:00,93.7,2026-03-05 13:25:00,93.9,收盤平倉,-0.213,-0.435,94.8,93.6
5443,空,2026-03-06 09:05:00,92.6,2026-03-06 10:10:00,93.53,移動停利,-1.004,-1.226,94.0,93.5
5443,空,2026-03-09 09:05:00,90.7,2026-03-09 11:15:00,90.27,移動停利,0.474,0.253,95.5,94.8
5443,空,2026-03-10 11:00:00,95.4,2026-03-10 12:40:00,94.86,移動停利,0.566,0.345,97.3,95.7
5443,空,2026-03-11 12:05:00,97.8,2026-03-11 13:25:00,97.3,收盤平倉,0.511,0.29,99.6,97.7
5443,空,2026-03-12 12:00:00,96.9,2026-03-12 13:25:00,96.1,收盤平倉,0.826,0.604,98.4,96.9
5443,空,2026-03-13 09:05:00,95.7,2026-03-13 10:10:00,96.49,移動停利,-0.825,-1.047,97.0,96.0
5443,空,2026-03-16 09:10:00,96.0,2026-03-16 09:25:00,97.51,移動停利,-1.573,-1.794,98.5,96.5
5443,空,2026-03-17 09:45:00,106.0,2026-03-17 10:10:00,105.57,移動停利,0.406,0.184,113.0,107.0
5443,空,2026-03-18 11:20:00,104.0,2026-03-18 13:25:00,103.5,收盤平倉,0.481,0.26,107.0,105.0
5443,空,2026-03-19 12:35:00,104.0,2026-03-19 13:25:00,103.5,收盤平倉,0.481,0.26,105.0,104.0
5443,空,2026-03-20 09:20:00,104.0,2026-03-20 09:30:00,105.57,移動停利,-1.51,-1.731,107.5,104.5
5443,空,2026-03-23 09:05:00,98.8,2026-03-23 09:15:00,100.57,移動停利,-1.791,-2.013,103.5,102.5
5443,空,2026-03-24 09:20:00,100.5,2026-03-24 10:20:00,98.63,移動停利,1.861,1.639,105.0,102.0
5443,空,2026-03-25 12:10:00,106.0,2026-03-25 13:25:00,105.5,收盤平倉,0.472,0.25,108.0,106.0
