symbol,方向,進場模式,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
5443,多,兩者,2026-02-04 11:30:00,89.3,2026-02-04 13:25:00,89.8,收盤平倉,0.56,0.289,89.3,89.1
5443,多,兩者,2026-02-05 09:20:00,90.1,2026-02-05 10:00:00,90.03,移動停利,-0.078,-0.349,89.2,87.3
5443,多,兩者,2026-02-25 09:05:00,87.8,2026-02-25 09:25:00,87.66,移動停利,-0.159,-0.431,87.1,86.8
5443,多,兩者,2026-02-26 09:05:00,91.4,2026-02-26 09:10:00,91.41,移動停利,0.011,-0.26,88.6,88.0
5443,多,兩者,2026-03-02 09:20:00,92.9,2026-03-02 09:30:00,91.51,移動停利,-1.496,-1.767,91.9,87.6
5443,多,兩者,2026-03-03 09:10:00,95.1,2026-03-03 09:30:00,95.05,移動停利,-0.053,-0.324,94.8,92.8
5443,多,兩者,2026-03-06 10:20:00,94.4,2026-03-06 13:25:00,95.1,收盤平倉,0.742,0.47,94.1,92.1
5443,多,兩者,2026-03-09 11:20:00,90.0,2026-03-09 13:25:00,90.2,收盤平倉,0.222,-0.049,89.4,88.5
5443,多,兩者,2026-03-10 09:05:00,94.8,2026-03-10 09:30:00,95.84,移動停利,1.097,0.826,90.3,89.5
5443,多,兩者,2026-03-11 09:05:00,97.4,2026-03-11 09:50:00,97.42,移動停利,0.021,-0.251,94.2,93.0
5443,多,兩者,2026-03-13 10:55:00,97.0,2026-03-13 13:25:00,96.5,收盤平倉,-0.515,-0.787,97.0,93.9
5443,多,兩者,2026-03-16 09:50:00,99.2,2026-03-16 10:05:00,98.99,移動停利,-0.212,-0.483,98.5,96.4
5443,多,兩者,2026-03-17 09:05:00,110.5,2026-03-17 09:10:00,108.84,移動停利,-1.502,-1.774,106.0,106.0
5443,多,兩者,2026-03-18 09:05:00,103.5,2026-03-18 09:10:00,103.42,移動停利,-0.077,-0.349,103.5,101.0
5443,多,兩者,2026-03-19 11:25:00,104.5,2026-03-19 13:15:00,103.42,移動停利,-1.033,-1.305,104.0,103.5
5443,多,兩者,2026-03-20 09:05:00,105.5,2026-03-20 09:10:00,105.89,移動停利,0.37,0.098,105.0,103.0
5443,多,兩者,2026-03-23 09:50:00,103.5,2026-03-23 10:05:00,104.41,移動停利,0.879,0.608,103.5,96.5
5443,多,兩者,2026-03-24 09:05:00,103.5,2026-03-24 09:15:00,101.95,移動停利,-1.498,-1.769,102.5,101.0
5443,多,兩者,2026-03-25 09:05:00,104.0,2026-03-25 09:10:00,103.92,移動停利,-0.077,-0.348,102.5,100.0
5443,多,兩者,2026-03-26 09:05:00,109.0,2026-03-26 09:15:00,108.84,移動停利,-0.147,-0.418,107.0,105.5
5443,多,兩者,2026-03-27 11:00:00,101.0,2026-03-27 12:20:00,101.95,移動停利,0.941,0.669,101.0,99.5
5443,多,兩者,2026-03-30 11:10:00,101.0,2026-03-30 13:25:00,102.0,收盤平倉,0.99,0.719,101.0,99.9
5443,多,兩者,2026-03-31 10:05:00,104.0,2026-03-31 10:30:00,102.44,移動停利,-1.5,-1.771,102.5,98.8
5443,多,兩者,2026-04-01 09:05:00,104.0,2026-04-01 09:10:00,103.92,移動停利,-0.077,-0.348,100.5,98.9
5443,多,兩者,2026-04-08 09:05:00,106.0,2026-04-08 09:10:00,104.41,移動停利,-1.5,-1.771,102.0,101.0
5443,多,兩者,2026-04-09 09:05:00,110.0,2026-04-09 09:10:00,110.32,移動停利,0.291,0.02,108.0,107.0
5443,多,兩者,2026-04-10 11:25:00,113.5,2026-04-10 13:25:00,115.5,收盤平倉,1.762,1.491,113.0,111.0
5443,多,兩者,2026-04-13 09:05:00,120.5,2026-04-13 09:10:00,120.17,移動停利,-0.274,-0.545,116.0,114.0
5443,多,兩者,2026-04-14 10:50:00,116.0,2026-04-14 11:00:00,115.25,移動停利,-0.647,-0.918,114.0,108.0
5443,多,兩者,2026-04-15 11:20:00,113.5,2026-04-15 12:00:00,111.8,移動停利,-1.498,-1.769,113.0,111.5
5443,多,兩者,2026-04-16 13:00:00,114.0,2026-04-16 13:25:00,114.5,收盤平倉,0.439,0.167,113.5,112.5
5443,多,兩者,2026-04-17 10:25:00,114.5,2026-04-17 13:25:00,114.5,收盤平倉,0.0,-0.271,114.5,112.5
5443,多,兩者,2026-04-20 09:05:00,116.0,2026-04-20 09:10:00,118.69,移動停利,2.319,2.048,116.0,114.5
5443,多,兩者,2026-04-21 12:45:00,117.5,2026-04-21 13:25:00,118.5,收盤平倉,0.851,0.58,117.0,116.5
5443,多,兩者,2026-04-22 09:05:00,119.5,2026-04-22 09:30:00,119.68,移動停利,0.151,-0.121,119.0,117.0
5443,多,兩者,2026-04-23 09:05:00,119.5,2026-04-23 09:10:00,118.2,移動停利,-1.088,-1.359,119.5,118.5
5443,多,兩者,2026-04-24 09:05:00,113.0,2026-04-24 09:10:00,114.26,移動停利,1.115,0.844,111.0,108.5
5443,多,兩者,2026-04-29 09:40:00,115.5,2026-04-29 10:10:00,114.75,移動停利,-0.649,-0.921,113.5,110.0
5443,多,兩者,2026-04-30 09:05:00,123.5,2026-04-30 09:25:00,122.14,移動停利,-1.101,-1.372,123.0,120.5
5443,多,兩者,2026-05-04 09:20:00,133.5,2026-05-04 09:25:00,132.97,移動停利,-0.397,-0.668,132.0,128.5
5443,多,兩者,2026-05-06 11:40:00,129.5,2026-05-06 13:25:00,129.0,收盤平倉,-0.386,-0.657,129.0,125.0
5443,多,兩者,2026-05-08 09:30:00,127.0,2026-05-08 09:40:00,125.09,移動停利,-1.504,-1.775,125.5,123.5
