symbol,方向,進場模式,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
2359,多,突破,2026-02-05 09:20:00,128.5,2026-02-05 11:00:00,127.0,移動停利,-1.167,-1.389,128.5,126.0
2359,多,突破,2026-03-02 09:10:00,132.5,2026-03-02 10:05:00,130.5,移動停利,-1.509,-1.731,132.5,130.0
2359,多,突破,2026-04-29 09:10:00,120.0,2026-04-29 09:30:00,117.5,移動停利,-2.083,-2.305,119.0,115.5
2359,多,突破,2026-04-30 09:05:00,119.0,2026-04-30 09:55:00,121.5,移動停利,2.101,1.88,118.0,114.5
2359,多,突破,2026-05-04 09:10:00,123.0,2026-05-04 09:30:00,123.5,移動停利,0.407,0.185,122.5,119.5
2359,多,突破,2026-05-08 09:35:00,123.5,2026-05-08 10:05:00,121.0,移動停利,-2.024,-2.246,122.0,120.5
2359,多,突破,2026-05-11 09:45:00,123.5,2026-05-11 13:30:00,122.5,收盤平倉,-0.81,-1.031,123.0,121.5
2359,多,突破,2026-05-12 13:15:00,130.0,2026-05-12 13:30:00,128.0,收盤平倉,-1.538,-1.76,127.0,120.5
