symbol,方向,進場模式,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
5443,空,兩者,2026-02-06 09:05:00,85.0,2026-02-06 10:10:00,85.7,移動停利,-0.824,-1.045,88.1,87.6
5443,空,兩者,2026-02-09 12:20:00,87.2,2026-02-09 13:30:00,87.0,收盤平倉,0.229,0.008,89.1,87.2
5443,空,兩者,2026-02-10 09:20:00,86.2,2026-02-10 13:30:00,85.0,收盤平倉,1.392,1.171,88.0,86.4
5443,空,兩者,2026-02-11 09:05:00,84.2,2026-02-11 13:30:00,84.0,收盤平倉,0.238,0.016,85.3,84.4
5443,空,兩者,2026-02-23 09:10:00,83.5,2026-02-23 09:40:00,84.7,移動停利,-1.437,-1.658,85.0,83.6
5443,空,兩者,2026-02-24 11:10:00,86.6,2026-02-24 13:30:00,86.8,收盤平倉,-0.231,-0.452,87.7,86.6
5443,空,兩者,2026-02-25 09:55:00,87.5,2026-02-25 13:15:00,88.4,移動停利,-1.029,-1.25,89.1,87.4
5443,空,兩者,2026-03-05 11:10:00,93.7,2026-03-05 13:30:00,93.6,收盤平倉,0.107,-0.115,94.8,93.6
5443,空,兩者,2026-04-07 10:45:00,101.0,2026-04-07 11:25:00,103.5,移動停利,-2.475,-2.696,103.0,101.0
5443,空,兩者,2026-04-28 12:05:00,111.0,2026-04-28 12:50:00,113.0,移動停利,-1.802,-2.023,114.0,111.0
