symbol,方向,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
8054,空,2025-01-02 11:25:00,136.0,2025-01-02 13:25:00,134.5,收盤平倉,1.103,0.882,136.5,136.0
8054,空,2025-01-02 11:45:00,135.5,2025-01-02 13:25:00,134.5,收盤平倉,0.738,0.517,136.5,136.0
8054,空,2025-01-02 12:00:00,135.5,2025-01-02 13:25:00,134.5,收盤平倉,0.738,0.517,137.0,136.0
8054,空,2025-01-02 12:15:00,135.0,2025-01-02 13:25:00,134.5,收盤平倉,0.37,0.149,137.0,136.0
8054,空,2025-01-02 12:30:00,135.0,2025-01-02 13:25:00,134.5,收盤平倉,0.37,0.149,136.5,135.5
8054,空,2025-01-02 12:45:00,134.5,2025-01-02 13:25:00,134.5,收盤平倉,0.0,-0.221,136.5,135.0
8054,空,2025-01-02 13:00:00,134.5,2025-01-02 13:25:00,134.5,收盤平倉,0.0,-0.221,136.0,135.0
8054,空,2025-01-02 13:15:00,134.5,2025-01-02 13:25:00,134.5,收盤平倉,0.0,-0.221,136.0,134.5
8054,空,2025-01-03 09:20:00,136.0,2025-01-03 10:45:00,135.34,移動停利,0.485,0.264,138.0,136.0
8054,空,2025-01-03 09:35:00,135.5,2025-01-03 10:45:00,135.34,移動停利,0.118,-0.103,138.0,136.0
8054,空,2025-01-03 09:55:00,135.0,2025-01-03 10:45:00,135.34,移動停利,-0.252,-0.473,138.0,136.0
8054,空,2025-01-03 10:10:00,134.5,2025-01-03 10:45:00,135.34,移動停利,-0.625,-0.846,138.0,135.0
8054,空,2025-01-03 12:40:00,135.5,2025-01-03 13:25:00,135.5,收盤平倉,0.0,-0.221,137.5,136.0
8054,空,2025-01-03 12:55:00,135.0,2025-01-03 13:25:00,135.5,收盤平倉,-0.37,-0.592,137.5,135.0
8054,空,2025-01-06 09:35:00,136.5,2025-01-06 09:50:00,136.85,移動停利,-0.256,-0.478,139.0,137.0
8054,空,2025-01-06 09:55:00,136.0,2025-01-06 10:25:00,137.36,移動停利,-1.0,-1.221,139.0,136.5
8054,空,2025-01-06 10:10:00,136.0,2025-01-06 10:25:00,137.36,移動停利,-1.0,-1.221,139.0,136.5
8054,空,2025-01-06 11:35:00,137.0,2025-01-06 13:25:00,135.5,收盤平倉,1.095,0.874,138.0,137.0
8054,空,2025-01-06 11:50:00,136.5,2025-01-06 13:25:00,135.5,收盤平倉,0.733,0.511,138.0,137.0
8054,空,2025-01-06 12:05:00,135.5,2025-01-06 13:25:00,135.5,收盤平倉,0.0,-0.221,138.0,137.0
8054,空,2025-01-06 13:15:00,135.5,2025-01-06 13:25:00,135.5,收盤平倉,0.0,-0.221,136.5,135.5
8054,空,2025-01-07 09:50:00,135.0,2025-01-07 10:10:00,136.35,移動停利,-1.0,-1.221,137.5,135.0
8054,空,2025-01-07 11:00:00,135.0,2025-01-07 13:25:00,133.0,收盤平倉,1.481,1.26,136.0,135.0
8054,空,2025-01-07 11:20:00,134.5,2025-01-07 13:25:00,133.0,收盤平倉,1.115,0.894,136.0,135.0
8054,空,2025-01-07 11:40:00,134.5,2025-01-07 13:25:00,133.0,收盤平倉,1.115,0.894,135.5,134.5
