symbol,方向,進場模式,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
8054,空,突破,2026-02-04 09:05:00,124.5,2026-02-04 09:25:00,126.37,移動停利,-1.502,-1.773,127.5,124.5
8054,空,突破,2026-02-09 09:45:00,127.0,2026-02-09 10:05:00,128.91,移動停利,-1.504,-1.775,135.5,127.0
8054,空,突破,2026-02-10 09:40:00,127.0,2026-02-10 10:00:00,126.37,移動停利,0.496,0.225,132.0,127.0
8054,空,突破,2026-02-11 09:10:00,123.5,2026-02-11 13:25:00,120.5,收盤平倉,2.429,2.158,125.5,123.5
8054,空,突破,2026-02-23 09:05:00,120.0,2026-02-23 10:00:00,119.77,移動停利,0.192,-0.08,122.0,120.5
8054,空,突破,2026-02-24 10:50:00,120.5,2026-02-24 13:25:00,119.0,收盤平倉,1.245,0.974,122.5,120.5
8054,空,突破,2026-02-25 09:55:00,120.5,2026-02-25 11:50:00,120.78,移動停利,-0.232,-0.504,122.0,120.5
8054,空,突破,2026-02-26 09:25:00,120.0,2026-02-26 09:35:00,121.8,移動停利,-1.5,-1.771,123.0,120.5
8054,空,突破,2026-03-02 09:00:00,116.5,2026-03-02 09:10:00,118.25,移動停利,-1.502,-1.773,121.5,121.0
8054,空,突破,2026-03-03 10:00:00,118.0,2026-03-03 11:05:00,119.26,移動停利,-1.068,-1.339,124.0,119.0
8054,空,突破,2026-03-04 09:00:00,117.5,2026-03-04 09:05:00,115.71,移動停利,1.523,1.252,120.5,118.5
8054,空,突破,2026-03-05 09:50:00,107.5,2026-03-05 10:45:00,107.08,移動停利,0.391,0.119,111.5,108.5
8054,空,突破,2026-03-06 09:00:00,105.5,2026-03-06 09:05:00,107.08,移動停利,-1.498,-1.769,107.5,106.5
8054,空,突破,2026-03-09 09:00:00,96.0,2026-03-09 09:05:00,97.14,移動停利,-1.188,-1.459,107.0,105.5
8054,空,突破,2026-03-10 09:25:00,100.0,2026-03-10 13:00:00,100.08,移動停利,-0.08,-0.351,102.0,100.0
8054,空,突破,2026-03-11 12:00:00,103.0,2026-03-11 13:25:00,103.5,收盤平倉,-0.485,-0.757,104.0,103.0
8054,空,突破,2026-03-12 09:00:00,102.5,2026-03-12 11:05:00,101.5,移動停利,0.976,0.704,104.0,103.0
8054,空,突破,2026-03-13 09:00:00,99.6,2026-03-13 09:20:00,100.28,移動停利,-0.683,-0.954,101.0,100.0
8054,空,突破,2026-03-16 09:05:00,100.0,2026-03-16 09:45:00,100.18,移動停利,-0.18,-0.451,102.0,100.5
8054,空,突破,2026-03-17 10:45:00,101.0,2026-03-17 13:25:00,99.8,收盤平倉,1.188,0.917,103.0,101.0
8054,空,突破,2026-03-18 09:20:00,99.9,2026-03-18 10:30:00,101.09,移動停利,-1.191,-1.462,102.0,99.9
8054,空,突破,2026-03-19 09:00:00,100.0,2026-03-19 13:25:00,96.2,收盤平倉,3.8,3.529,101.0,100.5
8054,空,突破,2026-03-20 11:55:00,102.5,2026-03-20 13:25:00,100.5,收盤平倉,1.951,1.68,104.0,102.5
8054,空,突破,2026-03-23 09:00:00,99.4,2026-03-23 09:10:00,99.77,移動停利,-0.372,-0.643,102.0,100.5
8054,空,突破,2026-03-24 09:30:00,98.8,2026-03-24 10:20:00,98.35,移動停利,0.455,0.184,102.0,99.5
8054,空,突破,2026-03-25 10:05:00,98.9,2026-03-25 13:25:00,98.5,收盤平倉,0.404,0.133,100.5,99.3
8054,空,突破,2026-03-26 10:20:00,101.0,2026-03-26 11:40:00,102.01,移動停利,-1.0,-1.271,105.0,101.0
8054,空,突破,2026-03-27 09:00:00,100.5,2026-03-27 09:10:00,100.79,移動停利,-0.289,-0.56,103.5,102.0
8054,空,突破,2026-03-30 09:00:00,97.4,2026-03-30 13:25:00,96.7,收盤平倉,0.719,0.447,100.0,98.9
8054,空,突破,2026-03-31 09:05:00,95.7,2026-03-31 09:20:00,96.22,移動停利,-0.543,-0.815,97.0,95.9
8054,空,突破,2026-04-01 10:35:00,93.1,2026-04-01 11:00:00,94.39,移動停利,-1.386,-1.657,95.5,93.4
8054,空,突破,2026-04-02 09:20:00,94.2,2026-04-02 13:25:00,92.3,收盤平倉,2.017,1.746,96.4,94.7
8054,空,突破,2026-04-07 09:30:00,91.1,2026-04-07 13:25:00,90.5,收盤平倉,0.659,0.387,94.0,92.1
8054,空,突破,2026-04-08 10:45:00,96.1,2026-04-08 12:20:00,97.54,移動停利,-1.498,-1.77,97.3,96.0
8054,空,突破,2026-04-09 09:20:00,96.1,2026-04-09 13:25:00,95.4,收盤平倉,0.728,0.457,99.0,97.2
8054,空,突破,2026-04-10 10:10:00,95.7,2026-04-10 10:25:00,97.14,移動停利,-1.505,-1.776,97.2,95.9
