symbol,方向,進場模式,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
2492,空,突破,2026-02-06 09:00:00,121.5,2026-02-06 09:55:00,122.0,移動停利,-0.412,-0.633,126.0,125.0
2492,空,突破,2026-02-09 11:25:00,122.5,2026-02-09 13:30:00,122.0,收盤平倉,0.408,0.187,123.5,123.0
2492,空,突破,2026-02-10 10:40:00,124.0,2026-02-10 13:30:00,123.5,收盤平倉,0.403,0.182,127.0,124.5
2492,空,突破,2026-02-11 09:00:00,123.0,2026-02-11 10:00:00,124.0,移動停利,-0.813,-1.034,124.0,123.0
2492,空,突破,2026-02-23 10:45:00,135.5,2026-02-23 13:30:00,135.5,收盤平倉,0.0,-0.221,135.5,135.5
2492,空,突破,2026-03-05 09:25:00,133.0,2026-03-05 10:45:00,132.0,移動停利,0.752,0.531,136.0,133.0
2492,空,突破,2026-03-06 09:00:00,130.5,2026-03-06 09:10:00,133.5,移動停利,-2.299,-2.52,132.5,131.5
2492,空,突破,2026-03-09 09:00:00,123.5,2026-03-09 13:20:00,123.0,移動停利,0.405,0.184,134.5,134.0
2492,空,突破,2026-03-10 09:25:00,126.5,2026-03-10 10:15:00,128.5,移動停利,-1.581,-1.802,128.5,126.5
2492,空,突破,2026-03-11 10:45:00,130.0,2026-03-11 13:30:00,131.0,收盤平倉,-0.769,-0.99,131.5,130.0
2492,空,突破,2026-03-12 09:00:00,128.0,2026-03-12 09:35:00,129.5,移動停利,-1.172,-1.393,131.5,130.0
2492,空,突破,2026-03-13 11:40:00,129.0,2026-03-13 13:30:00,129.5,收盤平倉,-0.388,-0.609,130.5,129.0
2492,空,突破,2026-03-16 09:10:00,128.0,2026-03-16 09:55:00,129.5,移動停利,-1.172,-1.393,131.0,128.5
2492,空,突破,2026-03-23 09:00:00,125.5,2026-03-23 13:30:00,123.5,收盤平倉,1.594,1.372,131.5,130.5
2492,空,突破,2026-03-24 09:45:00,123.0,2026-03-24 10:20:00,123.0,移動停利,0.0,-0.221,128.0,123.5
2492,空,突破,2026-03-25 11:00:00,128.0,2026-03-25 13:30:00,128.5,收盤平倉,-0.391,-0.612,130.0,128.0
2492,空,突破,2026-03-26 10:10:00,129.0,2026-03-26 13:30:00,126.5,收盤平倉,1.938,1.717,131.5,129.0
2492,空,突破,2026-03-27 09:00:00,123.5,2026-03-27 09:30:00,125.0,移動停利,-1.215,-1.436,128.0,126.0
2492,空,突破,2026-03-30 09:00:00,123.5,2026-03-30 11:10:00,123.5,移動停利,0.0,-0.221,128.0,125.0
2492,空,突破,2026-03-31 09:05:00,123.0,2026-03-31 09:30:00,124.0,移動停利,-0.813,-1.034,125.5,123.5
2492,空,突破,2026-04-01 10:45:00,120.0,2026-04-01 13:30:00,118.0,收盤平倉,1.667,1.445,122.0,120.0
2492,空,突破,2026-04-02 09:05:00,118.0,2026-04-02 09:10:00,120.5,移動停利,-2.119,-2.34,120.5,118.0
2492,空,突破,2026-04-07 10:05:00,114.0,2026-04-07 10:40:00,116.5,移動停利,-2.193,-2.414,117.0,114.0
2492,空,突破,2026-04-08 11:00:00,120.5,2026-04-08 12:40:00,122.0,移動停利,-1.245,-1.466,122.5,120.5
2492,空,突破,2026-04-09 13:00:00,123.0,2026-04-09 13:30:00,123.5,收盤平倉,-0.407,-0.628,125.0,123.0
2492,空,突破,2026-04-10 11:10:00,129.5,2026-04-10 12:05:00,130.5,移動停利,-0.772,-0.993,131.5,129.5
2492,空,突破,2026-04-24 09:10:00,130.0,2026-04-24 09:15:00,132.0,移動停利,-1.538,-1.76,132.0,130.0
2492,空,突破,2026-04-27 09:00:00,128.5,2026-04-27 09:30:00,129.0,移動停利,-0.389,-0.61,130.0,129.5
2492,空,突破,2026-04-28 10:55:00,142.0,2026-04-28 13:30:00,142.0,收盤平倉,0.0,-0.221,142.0,142.0
2492,空,突破,2026-05-04 11:20:00,139.0,2026-05-04 13:30:00,138.5,收盤平倉,0.36,0.138,143.5,139.0
