symbol,方向,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
2359,空,2025-01-02 11:10:00,165.5,2025-01-02 13:00:00,163.71,移動停利,1.082,0.86,169.5,166.5
2359,空,2025-01-03 09:55:00,163.5,2025-01-03 13:25:00,160.5,收盤平倉,1.835,1.614,166.5,163.5
2359,空,2025-01-06 09:25:00,160.5,2025-01-06 12:50:00,160.65,移動停利,-0.093,-0.315,164.5,161.5
2359,空,2025-01-07 11:15:00,164.5,2025-01-07 11:35:00,165.75,移動停利,-0.76,-0.981,171.0,165.5
2359,空,2025-01-08 09:25:00,162.0,2025-01-08 13:25:00,161.0,收盤平倉,0.617,0.396,166.0,162.5
2359,空,2025-01-09 09:30:00,160.0,2025-01-09 13:25:00,153.0,收盤平倉,4.375,4.154,163.0,161.0
2359,空,2025-01-10 12:10:00,152.5,2025-01-10 13:25:00,151.5,收盤平倉,0.656,0.434,153.5,152.5
2359,空,2025-01-13 09:35:00,141.5,2025-01-13 10:25:00,143.82,移動停利,-1.64,-1.861,149.5,141.5
2359,空,2025-01-14 09:35:00,142.5,2025-01-14 13:25:00,144.0,收盤平倉,-1.053,-1.274,145.0,142.5
2359,空,2025-01-15 09:20:00,142.5,2025-01-15 09:55:00,143.82,移動停利,-0.926,-1.148,145.5,143.0
2359,空,2025-01-17 09:25:00,142.5,2025-01-17 13:25:00,143.0,收盤平倉,-0.351,-0.572,146.5,143.5
2359,空,2025-01-20 10:45:00,142.5,2025-01-20 12:30:00,144.5,EXIT,-1.404,-1.625,144.0,142.5
2359,空,2025-01-21 09:25:00,140.0,2025-01-21 10:50:00,142.8,移動停利,-2.0,-2.221,143.0,140.0
2359,空,2025-01-22 09:25:00,141.0,2025-01-22 13:25:00,141.5,收盤平倉,-0.355,-0.576,143.0,141.0
2359,空,2025-02-03 10:55:00,133.0,2025-02-03 12:45:00,135.66,移動停利,-2.0,-2.221,138.0,133.0
2359,空,2025-02-04 09:20:00,134.5,2025-02-04 10:40:00,134.64,移動停利,-0.104,-0.325,137.0,134.5
2359,空,2025-02-05 12:25:00,140.5,2025-02-05 13:25:00,141.5,收盤平倉,-0.712,-0.933,144.0,141.0
2359,空,2025-02-06 10:40:00,142.5,2025-02-06 13:25:00,143.0,收盤平倉,-0.351,-0.572,146.0,142.5
2359,空,2025-02-07 11:30:00,143.0,2025-02-07 13:25:00,143.5,收盤平倉,-0.35,-0.571,144.0,143.0
2359,空,2025-02-10 11:50:00,144.5,2025-02-10 13:25:00,144.0,收盤平倉,0.346,0.125,146.5,144.5
2359,空,2025-02-12 11:00:00,154.5,2025-02-12 13:25:00,153.5,收盤平倉,0.647,0.426,158.0,154.5
2359,空,2025-02-13 09:30:00,153.0,2025-02-13 13:25:00,149.5,收盤平倉,2.288,2.066,155.0,153.5
2359,空,2025-02-14 10:20:00,150.5,2025-02-14 13:25:00,146.0,收盤平倉,2.99,2.769,154.5,150.5
2359,空,2025-02-17 13:05:00,154.5,2025-02-17 13:25:00,154.5,收盤平倉,0.0,-0.221,157.0,154.5
2359,空,2025-02-18 09:40:00,153.0,2025-02-18 13:25:00,155.55,移動停利,-1.667,-1.888,156.0,153.5
2359,空,2025-02-19 10:25:00,155.0,2025-02-19 13:25:00,155.0,收盤平倉,0.0,-0.221,160.0,155.5
2359,空,2025-02-20 09:45:00,153.5,2025-02-20 13:25:00,152.5,收盤平倉,0.651,0.43,156.0,153.5
2359,空,2025-02-21 12:20:00,161.0,2025-02-21 13:25:00,161.0,收盤平倉,0.0,-0.221,165.5,162.0
2359,空,2025-02-24 12:35:00,159.0,2025-02-24 13:25:00,159.0,收盤平倉,0.0,-0.221,160.5,159.0
2359,空,2025-02-25 10:05:00,157.0,2025-02-25 13:25:00,155.0,收盤平倉,1.274,1.053,160.0,157.0
2359,空,2025-02-26 11:35:00,157.0,2025-02-26 13:10:00,159.12,移動停利,-1.35,-1.572,159.0,157.0
2359,空,2025-02-27 10:10:00,160.0,2025-02-27 13:25:00,157.0,收盤平倉,1.875,1.654,168.0,160.5
2359,空,2025-03-03 09:30:00,154.5,2025-03-03 11:40:00,156.06,移動停利,-1.01,-1.231,157.5,154.5
2359,空,2025-03-04 11:40:00,156.5,2025-03-04 13:25:00,156.5,收盤平倉,0.0,-0.221,159.0,157.0
2359,空,2025-03-05 09:30:00,157.0,2025-03-05 13:25:00,156.0,收盤平倉,0.637,0.416,160.0,157.0
2359,空,2025-03-06 10:00:00,155.0,2025-03-06 13:25:00,153.5,收盤平倉,0.968,0.746,157.0,155.0
2359,空,2025-03-07 09:25:00,153.5,2025-03-07 13:25:00,149.0,收盤平倉,2.932,2.71,155.0,153.5
2359,空,2025-03-10 09:20:00,147.5,2025-03-10 10:35:00,149.43,移動停利,-1.308,-1.53,153.0,148.0
2359,空,2025-03-12 12:50:00,147.5,2025-03-12 13:25:00,148.5,收盤平倉,-0.678,-0.899,150.0,147.5
2359,空,2025-03-13 11:05:00,154.0,2025-03-13 13:25:00,151.0,收盤平倉,1.948,1.727,158.0,154.0
2359,空,2025-03-14 10:10:00,148.0,2025-03-14 11:20:00,150.96,移動停利,-2.0,-2.221,152.5,149.0
2359,空,2025-03-17 09:25:00,159.0,2025-03-17 13:25:00,159.0,收盤平倉,0.0,-0.221,164.5,160.5
2359,空,2025-03-18 10:30:00,160.0,2025-03-18 13:25:00,158.0,收盤平倉,1.25,1.029,162.5,160.0
2359,空,2025-03-19 09:35:00,154.5,2025-03-19 13:25:00,149.0,收盤平倉,3.56,3.339,159.0,156.0
2359,空,2025-03-20 09:40:00,150.5,2025-03-20 13:25:00,151.0,收盤平倉,-0.332,-0.553,153.0,151.5
2359,空,2025-03-21 11:10:00,149.0,2025-03-21 13:25:00,149.0,收盤平倉,0.0,-0.221,150.5,149.5
2359,空,2025-03-24 09:20:00,148.5,2025-03-24 13:25:00,146.0,收盤平倉,1.684,1.462,151.0,149.5
2359,空,2025-03-25 09:50:00,148.5,2025-03-25 13:25:00,146.5,收盤平倉,1.347,1.126,150.5,148.5
2359,空,2025-03-26 10:40:00,148.0,2025-03-26 13:25:00,148.5,收盤平倉,-0.338,-0.559,150.5,148.0
2359,空,2025-03-28 09:40:00,147.0,2025-03-28 12:40:00,144.84,移動停利,1.469,1.248,149.0,147.0
2359,空,2025-03-31 09:45:00,136.0,2025-03-31 13:25:00,131.5,收盤平倉,3.309,3.088,141.0,136.5
2359,空,2025-04-01 12:15:00,136.0,2025-04-01 13:25:00,137.0,收盤平倉,-0.735,-0.957,137.5,136.0
2359,空,2025-04-14 12:05:00,117.0,2025-04-14 13:25:00,117.0,收盤平倉,0.0,-0.221,119.5,117.0
2359,空,2025-04-15 13:10:00,123.0,2025-04-15 13:25:00,123.0,收盤平倉,0.0,-0.221,124.0,123.0
