symbol,方向,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
8054,多,2025-01-03 10:55:00,137.0,2025-01-03 11:30:00,136.12,移動停利,-0.642,-0.864,135.5,134.0
8054,多,2025-01-08 13:05:00,126.0,2025-01-08 13:25:00,125.0,收盤平倉,-0.794,-1.015,126.0,125.0
8054,多,2025-01-13 13:10:00,114.5,2025-01-13 13:25:00,114.0,收盤平倉,-0.437,-0.658,114.5,113.5
8054,多,2025-01-14 09:20:00,115.5,2025-01-14 09:30:00,114.5,EXIT,-0.866,-1.087,115.5,115.0
8054,多,2025-01-16 11:10:00,117.0,2025-01-16 13:25:00,117.0,收盤平倉,0.0,-0.221,117.0,116.0
8054,多,2025-01-17 11:30:00,115.0,2025-01-17 13:25:00,114.5,收盤平倉,-0.435,-0.656,115.0,114.5
8054,多,2025-01-20 10:50:00,115.0,2025-01-20 12:20:00,114.34,移動停利,-0.574,-0.795,115.0,114.0
8054,多,2025-01-21 12:20:00,115.5,2025-01-21 13:25:00,115.5,收盤平倉,0.0,-0.221,115.5,114.5
8054,多,2025-01-22 11:45:00,116.0,2025-01-22 13:10:00,115.0,EXIT,-0.862,-1.083,115.5,115.5
8054,多,2025-02-03 12:00:00,108.0,2025-02-03 12:20:00,106.92,移動停利,-1.0,-1.221,107.5,105.5
8054,多,2025-02-04 09:25:00,118.0,2025-02-04 13:25:00,118.0,收盤平倉,0.0,-0.221,117.5,112.5
8054,多,2025-02-05 13:10:00,122.0,2025-02-05 13:15:00,122.27,移動停利,0.221,0.0,122.0,121.0
8054,多,2025-02-06 09:25:00,124.0,2025-02-06 09:55:00,123.75,移動停利,-0.202,-0.423,123.5,122.0
8054,多,2025-02-07 09:25:00,122.5,2025-02-07 09:50:00,121.28,移動停利,-0.996,-1.217,122.5,119.0
8054,多,2025-02-10 11:10:00,120.0,2025-02-10 12:55:00,119.79,移動停利,-0.175,-0.396,120.0,119.0
8054,多,2025-02-11 11:40:00,119.0,2025-02-11 13:25:00,118.5,收盤平倉,-0.42,-0.641,119.0,118.0
8054,多,2025-02-12 12:45:00,123.5,2025-02-12 13:25:00,124.0,收盤平倉,0.405,0.184,123.5,122.0
8054,多,2025-02-14 09:20:00,125.0,2025-02-14 10:00:00,125.73,移動停利,0.584,0.363,124.0,123.5
8054,多,2025-02-17 10:15:00,125.0,2025-02-17 12:25:00,124.25,移動停利,-0.6,-0.821,125.0,124.0
8054,多,2025-02-18 09:20:00,130.5,2025-02-18 09:25:00,130.19,移動停利,-0.238,-0.459,125.5,124.0
8054,多,2025-02-21 11:00:00,121.5,2025-02-21 13:25:00,121.5,收盤平倉,0.0,-0.221,121.5,120.5
8054,多,2025-02-24 10:45:00,121.0,2025-02-24 13:10:00,120.78,移動停利,-0.182,-0.403,121.0,119.0
8054,多,2025-02-26 09:35:00,117.5,2025-02-26 10:40:00,116.33,移動停利,-0.996,-1.217,117.5,116.0
8054,多,2025-02-27 12:55:00,114.0,2025-02-27 13:25:00,114.0,收盤平倉,0.0,-0.221,114.0,112.5
8054,多,2025-03-03 10:55:00,111.0,2025-03-03 11:55:00,111.87,移動停利,0.784,0.563,111.0,109.5
8054,多,2025-03-04 09:40:00,111.0,2025-03-04 10:00:00,110.39,移動停利,-0.55,-0.771,111.0,107.5
8054,多,2025-03-05 11:50:00,111.0,2025-03-05 12:50:00,110.0,EXIT,-0.901,-1.122,111.0,110.5
8054,多,2025-03-07 13:10:00,106.0,2025-03-07 13:25:00,106.0,收盤平倉,0.0,-0.221,105.5,105.0
8054,多,2025-03-10 11:50:00,105.0,2025-03-10 13:25:00,104.0,收盤平倉,-0.952,-1.174,105.0,103.0
8054,多,2025-03-11 09:40:00,101.0,2025-03-11 10:35:00,100.48,移動停利,-0.515,-0.736,100.5,98.0
8054,多,2025-03-12 09:30:00,102.5,2025-03-12 09:45:00,101.97,移動停利,-0.517,-0.738,102.5,100.0
8054,多,2025-03-14 11:35:00,96.3,2025-03-14 12:15:00,96.43,移動停利,0.135,-0.086,96.1,94.6
8054,多,2025-03-17 13:05:00,95.0,2025-03-17 13:25:00,95.0,收盤平倉,0.0,-0.221,95.1,94.4
8054,多,2025-03-18 09:45:00,96.9,2025-03-18 09:50:00,97.22,移動停利,0.33,0.109,97.0,95.7
8054,多,2025-03-20 11:30:00,99.7,2025-03-20 13:25:00,99.3,收盤平倉,-0.401,-0.622,99.0,98.3
