symbol,方向,進場模式,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
2337,空,突破,2026-04-20 09:20:00,119.0,2026-04-20 09:45:00,120.5,移動停利,-1.261,-1.482,125.0,120.0
2337,空,突破,2026-04-21 09:55:00,125.5,2026-04-21 10:05:00,127.5,移動停利,-1.594,-1.815,129.0,127.0
2337,空,突破,2026-04-22 10:15:00,132.0,2026-04-22 10:40:00,134.0,移動停利,-1.515,-1.736,138.0,135.0
2337,空,突破,2026-04-23 09:45:00,138.5,2026-04-23 10:15:00,133.0,移動停利,3.971,3.75,143.0,138.5
2337,空,突破,2026-04-24 09:40:00,125.0,2026-04-24 09:45:00,127.0,移動停利,-1.6,-1.821,129.5,126.5
