symbol,方向,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
3264,空,2026-02-06 09:05:00,141.0,2026-02-06 09:10:00,143.31,移動停利,-1.638,-1.86,149.0,147.5
3264,空,2026-02-09 12:20:00,150.5,2026-02-09 13:25:00,150.5,收盤平倉,0.0,-0.221,155.0,151.0
3264,空,2026-03-03 09:50:00,146.5,2026-03-03 10:05:00,144.84,移動停利,1.133,0.912,151.0,148.0
3264,空,2026-03-04 09:20:00,137.0,2026-03-04 09:35:00,138.72,移動停利,-1.255,-1.477,143.5,138.0
3264,空,2026-03-05 09:55:00,143.0,2026-03-05 11:35:00,142.8,移動停利,0.14,-0.081,147.0,143.5
3264,空,2026-03-06 09:25:00,139.5,2026-03-06 13:05:00,141.27,移動停利,-1.269,-1.49,143.5,139.5
3264,空,2026-03-09 09:05:00,133.0,2026-03-09 12:55:00,132.09,移動停利,0.684,0.463,144.0,140.0
3264,空,2026-03-10 10:55:00,143.0,2026-03-10 12:40:00,144.84,移動停利,-1.287,-1.508,146.0,143.5
3264,空,2026-03-11 11:25:00,155.0,2026-03-11 13:25:00,153.5,收盤平倉,0.968,0.746,159.0,155.5
3264,空,2026-03-24 09:30:00,147.5,2026-03-24 10:25:00,146.37,移動停利,0.766,0.545,151.0,148.5
3264,空,2026-03-25 11:15:00,153.5,2026-03-25 13:25:00,155.0,收盤平倉,-0.977,-1.198,156.0,154.5
