symbol,方向,進場模式,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
3708,多,突破,2026-02-24 09:05:00,116.5,2026-02-24 09:20:00,114.0,移動停利,-2.146,-2.367,116.0,113.0
3708,多,突破,2026-03-03 10:15:00,121.5,2026-03-03 12:00:00,120.0,移動停利,-1.235,-1.456,121.5,120.0
3708,多,突破,2026-03-09 12:30:00,117.5,2026-03-09 13:30:00,119.5,收盤平倉,1.702,1.481,116.5,114.5
3708,多,突破,2026-03-30 09:20:00,123.5,2026-03-30 09:45:00,122.5,移動停利,-0.81,-1.031,123.0,120.5
3708,多,突破,2026-04-02 11:20:00,121.0,2026-04-02 11:30:00,119.0,移動停利,-1.653,-1.874,121.0,118.0
3708,多,突破,2026-04-17 09:35:00,121.5,2026-04-17 10:05:00,124.0,移動停利,2.058,1.836,121.0,119.5
3708,多,突破,2026-04-20 09:35:00,126.5,2026-04-20 09:55:00,124.5,移動停利,-1.581,-1.802,126.0,124.5
3708,多,突破,2026-04-21 09:15:00,130.0,2026-04-21 09:50:00,129.0,移動停利,-0.769,-0.99,129.0,126.5
3708,多,突破,2026-04-23 09:40:00,131.0,2026-04-23 10:00:00,129.0,移動停利,-1.527,-1.748,131.0,127.5
3708,多,突破,2026-04-24 13:05:00,123.5,2026-04-24 13:30:00,122.5,收盤平倉,-0.81,-1.031,123.0,121.5
3708,多,突破,2026-05-05 09:45:00,124.0,2026-05-05 10:05:00,124.0,移動停利,0.0,-0.221,124.0,121.0
3708,多,突破,2026-05-07 09:45:00,123.0,2026-05-07 10:10:00,121.0,移動停利,-1.626,-1.847,123.0,121.5
